# stream_temperature.csv
# Elk Fork Creek - Daily Water Temperature from Two Monitoring Stations
# Columns:
#   date: Date of measurement (YYYY-MM-DD)
#   station: Station identifier (upstream or downstream)
#   daily_mean_temp_c: Daily mean water temperature in degrees Celsius
#   daily_max_temp_c: Daily maximum water temperature in degrees Celsius
# Units: temperature in Celsius
# Missing values coded as NA
# Temperature loggers deployed May through October each year
date,station,daily_mean_temp_c,daily_max_temp_c
2018-10-01,downstream,10.9,14.1
2018-10-02,downstream,7.9,11.5
2018-10-03,downstream,9.4,12.4
2018-10-04,downstream,9.8,12.2
2018-10-05,downstream,10.3,12.2
2018-10-06,downstream,8.6,12.8
2018-10-07,downstream,NA,NA
2018-10-08,downstream,8.9,12.6
2018-10-09,downstream,10.3,13.3
2018-10-10,downstream,5.2,9.2
2018-10-11,downstream,5.1,7.9
2018-10-12,downstream,6.5,10.0
2018-10-13,downstream,8.0,11.5
2018-10-14,downstream,10.2,12.6
2018-10-15,downstream,7.7,12.1
2018-10-16,downstream,8.2,12.7
2018-10-17,downstream,6.5,8.0
2018-10-18,downstream,9.1,12.9
2018-10-19,downstream,7.5,10.6
2018-10-20,downstream,4.8,8.7
2018-10-21,downstream,7.2,8.9
2018-10-22,downstream,6.8,10.7
2018-10-23,downstream,7.1,9.5
2018-10-24,downstream,6.5,10.6
2018-10-25,downstream,6.6,10.2
2018-10-26,downstream,6.4,8.8
2018-10-27,downstream,3.1,7.0
2018-10-28,downstream,6.3,10.0
2018-10-29,downstream,5.6,7.5
2018-10-30,downstream,5.6,9.1
2018-10-31,downstream,3.5,6.5
2019-05-01,upstream,14.7,16.6
2019-05-02,upstream,13.5,15.1
2019-05-03,upstream,15.4,17.1
2019-05-04,upstream,15.3,18.8
2019-05-05,upstream,15.2,19.1
2019-05-06,upstream,15.2,19.2
2019-05-07,upstream,15.3,19.7
2019-05-08,upstream,14.6,17.4
2019-05-09,upstream,13.1,15.6
2019-05-10,upstream,13.2,15.4
2019-05-11,upstream,13.3,17.4
2019-05-12,upstream,14.3,17.4
2019-05-13,upstream,15.3,19.8
2019-05-14,upstream,14.9,16.8
2019-05-15,upstream,16.9,19.9
2019-05-16,upstream,14.6,17.8
2019-05-17,upstream,13.4,15.9
2019-05-18,upstream,16.4,19.5
2019-05-19,upstream,17.9,20.9
2019-05-20,upstream,16.0,20.1
2019-05-21,upstream,16.4,18.0
2019-05-22,upstream,19.8,23.9
2019-05-23,upstream,15.5,18.9
2019-05-24,upstream,16.5,20.2
2019-05-25,upstream,16.2,20.4
2019-05-26,upstream,19.0,21.1
2019-05-27,upstream,14.4,17.8
2019-05-28,upstream,15.1,19.4
2019-05-29,upstream,18.9,22.6
2019-05-30,upstream,16.6,19.6
2019-05-31,upstream,16.1,19.2
2019-06-01,upstream,16.9,20.4
2019-06-02,upstream,17.4,20.6
2019-06-03,upstream,19.2,21.3
2019-06-04,upstream,19.0,23.0
2019-06-05,upstream,19.3,23.5
2019-06-06,upstream,17.1,19.7
2019-06-07,upstream,NA,NA
2019-06-08,upstream,18.2,21.9
2019-06-09,upstream,19.4,21.4
2019-06-10,upstream,18.6,22.1
2019-06-11,upstream,18.7,22.1
2019-06-12,upstream,16.5,20.0
2019-06-13,upstream,20.4,22.3
2019-06-14,upstream,18.5,20.2
2019-06-15,upstream,17.6,19.1
2019-06-16,upstream,17.7,22.1
2019-06-17,upstream,17.3,19.8
2019-06-18,upstream,19.8,23.9
2019-06-19,upstream,19.4,21.1
2019-06-20,upstream,16.2,17.7
2019-06-21,upstream,17.8,21.3
2019-06-22,upstream,NA,NA
2019-06-23,upstream,16.7,18.5
2019-06-24,upstream,16.9,20.9
2019-06-25,upstream,18.3,20.5
2019-06-26,upstream,15.0,18.7
2019-06-27,upstream,19.4,22.2
2019-06-28,upstream,19.0,21.6
2019-06-29,upstream,20.5,24.8
2019-06-30,upstream,18.0,20.1
2019-07-01,upstream,19.0,22.9
2019-07-02,upstream,19.1,21.0
2019-07-03,upstream,18.0,19.7
2019-07-04,upstream,16.7,21.1
2019-07-05,upstream,17.9,21.6
2019-07-06,upstream,18.3,21.6
2019-07-07,upstream,18.7,20.2
2019-07-08,upstream,16.8,19.6
2019-07-09,upstream,17.5,20.1
2019-07-10,upstream,19.2,21.2
2019-07-11,upstream,18.5,22.1
2019-07-12,upstream,18.8,21.0
2019-07-13,upstream,19.2,23.4
2019-07-14,upstream,19.7,22.8
2019-07-15,upstream,19.9,22.9
2019-07-16,upstream,18.2,20.8
2019-07-17,upstream,19.3,21.7
2019-07-18,upstream,17.0,18.7
2019-07-19,upstream,16.6,19.5
2019-07-20,upstream,18.4,20.0
2019-07-21,upstream,16.4,18.4
2019-07-22,upstream,16.5,20.1
2019-07-23,upstream,17.4,20.7
2019-07-24,upstream,19.5,22.2
2019-07-25,upstream,17.0,20.8
2019-07-26,upstream,17.3,19.3
2019-07-27,upstream,18.6,22.1
2019-07-28,upstream,17.4,21.4
2019-07-29,upstream,16.2,19.8
2019-07-30,upstream,17.0,20.2
2019-07-31,upstream,18.5,22.4
2019-08-01,upstream,17.5,21.3
2019-08-02,upstream,17.7,21.4
2019-08-03,upstream,17.4,20.2
2019-08-04,upstream,18.7,21.5
2019-08-05,upstream,15.8,18.3
2019-08-06,upstream,17.6,19.6
2019-08-07,upstream,16.2,20.3
2019-08-08,upstream,15.3,19.2
2019-08-09,upstream,17.2,20.0
2019-08-10,upstream,15.2,19.4
2019-08-11,upstream,15.2,19.0
2019-08-12,upstream,14.8,16.9
2019-08-13,upstream,16.1,20.3
2019-08-14,upstream,18.2,20.6
2019-08-15,upstream,17.5,21.1
2019-08-16,upstream,17.0,20.6
2019-08-17,upstream,16.9,20.7
2019-08-18,upstream,15.4,19.2
2019-08-19,upstream,14.4,17.3
2019-08-20,upstream,14.4,18.1
2019-08-21,upstream,16.8,20.7
2019-08-22,upstream,13.0,14.8
2019-08-23,upstream,16.2,18.9
2019-08-24,upstream,14.9,18.7
2019-08-25,upstream,14.6,16.9
2019-08-26,upstream,14.6,16.9
2019-08-27,upstream,15.8,18.7
2019-08-28,upstream,13.1,14.9
2019-08-29,upstream,12.6,14.9
2019-08-30,upstream,15.3,19.2
2019-08-31,upstream,13.6,17.7
2019-09-01,upstream,15.9,19.3
2019-09-02,upstream,15.0,18.9
2019-09-03,upstream,14.1,17.5
2019-09-04,upstream,14.1,18.2
2019-09-05,upstream,12.2,16.4
2019-09-06,upstream,14.3,17.1
2019-09-07,upstream,11.2,15.5
2019-09-08,upstream,11.6,15.8
2019-09-09,upstream,12.3,14.9
2019-09-10,upstream,13.4,16.6
2019-09-11,upstream,12.9,15.8
2019-09-12,upstream,12.5,15.3
2019-09-13,upstream,10.2,14.4
2019-09-14,upstream,12.9,16.1
2019-09-15,upstream,11.6,13.8
2019-09-16,upstream,8.6,11.0
2019-09-17,upstream,12.7,16.2
2019-09-18,upstream,10.2,13.2
2019-09-19,upstream,8.7,12.7
2019-09-20,upstream,11.2,13.5
2019-09-21,upstream,10.2,11.7
2019-09-22,upstream,10.7,14.5
2019-09-23,upstream,9.8,13.3
2019-09-24,upstream,9.7,11.6
2019-09-25,upstream,9.2,13.5
2019-09-26,upstream,7.8,9.5
2019-09-27,upstream,8.5,12.1
2019-09-28,upstream,10.0,13.3
2019-09-29,upstream,10.6,13.8
2019-09-30,upstream,NA,NA
2019-10-01,upstream,7.3,10.2
2019-10-02,upstream,8.8,11.0
2019-10-03,upstream,6.2,8.7
2019-10-04,upstream,7.1,11.3
2019-10-05,upstream,6.2,10.6
2019-10-06,upstream,6.9,9.5
2019-10-07,upstream,5.3,8.2
2019-10-08,upstream,6.2,10.1
2019-10-09,upstream,5.3,9.5
2019-10-10,upstream,6.0,8.0
2019-10-11,upstream,5.9,8.3
2019-10-12,upstream,7.0,9.9
2019-10-13,upstream,7.0,9.6
2019-10-14,upstream,6.8,10.0
2019-10-15,upstream,5.9,10.1
2019-10-16,upstream,7.4,10.7
2019-10-17,upstream,7.0,10.9
2019-10-18,upstream,6.6,11.1
2019-10-19,upstream,6.5,9.4
2019-10-20,upstream,6.1,9.5
2019-10-21,upstream,3.8,8.1
2019-10-22,upstream,2.6,5.0
2019-10-23,upstream,4.9,8.8
2019-10-24,upstream,3.2,5.3
2019-10-25,upstream,2.9,7.1
2019-10-26,upstream,5.2,7.7
2019-10-27,upstream,3.4,7.6
2019-10-28,upstream,2.8,5.4
2019-10-29,upstream,3.3,5.6
2019-10-30,upstream,2.5,6.9
2019-10-31,upstream,2.0,5.2
2019-05-01,downstream,13.8,17.4
2019-05-02,downstream,14.4,18.1
2019-05-03,downstream,15.3,18.1
2019-05-04,downstream,16.4,19.2
2019-05-05,downstream,15.2,17.0
2019-05-06,downstream,18.4,20.7
2019-05-07,downstream,16.8,18.6
2019-05-08,downstream,17.4,19.8
2019-05-09,downstream,15.6,19.0
2019-05-10,downstream,16.1,17.8
2019-05-11,downstream,17.3,20.3
2019-05-12,downstream,17.8,21.0
2019-05-13,downstream,16.6,19.9
2019-05-14,downstream,16.7,20.1
2019-05-15,downstream,15.2,16.9
2019-05-16,downstream,16.5,20.0
2019-05-17,downstream,16.3,19.8
2019-05-18,downstream,18.4,21.4
2019-05-19,downstream,NA,NA
2019-05-20,downstream,17.7,20.1
2019-05-21,downstream,16.8,19.5
2019-05-22,downstream,18.4,20.2
2019-05-23,downstream,17.2,20.4
2019-05-24,downstream,18.7,21.8
2019-05-25,downstream,18.9,23.0
2019-05-26,downstream,20.2,23.0
2019-05-27,downstream,18.6,21.4
2019-05-28,downstream,18.9,22.5
2019-05-29,downstream,17.7,21.3
2019-05-30,downstream,19.9,24.0
2019-05-31,downstream,18.3,20.4
2019-06-01,downstream,21.0,24.5
2019-06-02,downstream,20.6,25.1
2019-06-03,downstream,20.2,24.0
2019-06-04,downstream,20.5,23.8
2019-06-05,downstream,18.3,20.6
2019-06-06,downstream,18.4,20.0
2019-06-07,downstream,19.3,23.1
2019-06-08,downstream,18.6,22.4
2019-06-09,downstream,18.3,22.4
2019-06-10,downstream,19.6,22.6
2019-06-11,downstream,NA,NA
2019-06-12,downstream,20.6,23.0
2019-06-13,downstream,19.3,21.3
2019-06-14,downstream,21.4,25.4
2019-06-15,downstream,19.8,23.4
2019-06-16,downstream,20.9,23.8
2019-06-17,downstream,20.7,23.0
2019-06-18,downstream,19.4,22.1
2019-06-19,downstream,21.9,23.8
2019-06-20,downstream,22.1,26.5
2019-06-21,downstream,17.6,22.0
2019-06-22,downstream,18.5,21.0
2019-06-23,downstream,18.7,20.9
2019-06-24,downstream,21.6,24.9
2019-06-25,downstream,20.5,23.1
2019-06-26,downstream,20.8,24.9
2019-06-27,downstream,21.5,26.0
2019-06-28,downstream,22.0,25.0
2019-06-29,downstream,20.8,24.1
2019-06-30,downstream,20.8,25.1
2019-07-01,downstream,19.1,22.5
2019-07-02,downstream,20.0,22.9
2019-07-03,downstream,20.1,23.0
2019-07-04,downstream,19.5,23.7
2019-07-05,downstream,19.3,23.5
2019-07-06,downstream,22.9,25.4
2019-07-07,downstream,19.7,23.9
2019-07-08,downstream,22.0,23.6
2019-07-09,downstream,17.9,19.9
2019-07-10,downstream,18.6,20.2
2019-07-11,downstream,21.7,24.2
2019-07-12,downstream,21.5,24.0
2019-07-13,downstream,20.4,24.2
2019-07-14,downstream,17.4,20.2
2019-07-15,downstream,19.2,22.0
2019-07-16,downstream,19.8,23.2
2019-07-17,downstream,18.8,22.7
2019-07-18,downstream,21.5,23.0
2019-07-19,downstream,18.3,22.0
2019-07-20,downstream,20.8,23.7
2019-07-21,downstream,22.1,26.2
2019-07-22,downstream,16.9,20.7
2019-07-23,downstream,18.3,20.8
2019-07-24,downstream,19.4,22.6
2019-07-25,downstream,18.1,21.6
2019-07-26,downstream,19.5,21.2
2019-07-27,downstream,19.6,23.2
2019-07-28,downstream,19.0,21.6
2019-07-29,downstream,19.6,22.3
2019-07-30,downstream,17.9,21.4
2019-07-31,downstream,19.3,21.8
2019-08-01,downstream,18.3,21.3
2019-08-02,downstream,20.5,22.8
2019-08-03,downstream,19.7,23.8
2019-08-04,downstream,18.8,22.8
2019-08-05,downstream,17.6,21.4
2019-08-06,downstream,19.4,23.2
2019-08-07,downstream,15.7,18.6
2019-08-08,downstream,17.8,19.6
2019-08-09,downstream,NA,NA
2019-08-10,downstream,16.2,17.9
2019-08-11,downstream,17.7,19.2
2019-08-12,downstream,17.1,21.5
2019-08-13,downstream,15.6,18.9
2019-08-14,downstream,18.2,21.1
2019-08-15,downstream,16.9,20.7
2019-08-16,downstream,16.7,20.6
2019-08-17,downstream,16.8,19.6
2019-08-18,downstream,17.4,21.1
2019-08-19,downstream,12.9,16.9
2019-08-20,downstream,16.9,20.0
2019-08-21,downstream,16.7,20.4
2019-08-22,downstream,17.9,21.2
2019-08-23,downstream,15.5,18.2
2019-08-24,downstream,15.4,18.4
2019-08-25,downstream,15.8,19.2
2019-08-26,downstream,14.4,17.9
2019-08-27,downstream,NA,NA
2019-08-28,downstream,15.2,19.1
2019-08-29,downstream,15.7,17.6
2019-08-30,downstream,17.2,18.7
2019-08-31,downstream,NA,NA
2019-09-01,downstream,14.3,17.6
2019-09-02,downstream,14.3,18.2
2019-09-03,downstream,14.3,17.1
2019-09-04,downstream,14.3,16.6
2019-09-05,downstream,14.3,16.8
2019-09-06,downstream,13.9,15.4
2019-09-07,downstream,15.8,19.9
2019-09-08,downstream,14.3,17.3
2019-09-09,downstream,15.7,17.8
2019-09-10,downstream,12.0,15.2
2019-09-11,downstream,12.0,14.7
2019-09-12,downstream,14.1,18.1
2019-09-13,downstream,16.0,18.3
2019-09-14,downstream,12.8,16.8
2019-09-15,downstream,11.7,14.0
2019-09-16,downstream,12.2,15.4
2019-09-17,downstream,12.7,14.5
2019-09-18,downstream,14.5,17.1
2019-09-19,downstream,13.6,15.8
2019-09-20,downstream,12.8,14.8
2019-09-21,downstream,12.4,16.5
2019-09-22,downstream,8.9,10.5
2019-09-23,downstream,9.9,12.2
2019-09-24,downstream,12.7,15.8
2019-09-25,downstream,11.0,13.3
2019-09-26,downstream,10.0,13.8
2019-09-27,downstream,12.4,15.1
2019-09-28,downstream,10.8,15.3
2019-09-29,downstream,10.7,12.7
2019-09-30,downstream,8.2,10.7
2019-10-01,downstream,11.3,14.4
2019-10-02,downstream,9.6,13.6
2019-10-03,downstream,10.8,12.5
2019-10-04,downstream,10.4,12.5
2019-10-05,downstream,8.7,10.8
2019-10-06,downstream,7.9,11.6
2019-10-07,downstream,9.9,12.1
2019-10-08,downstream,6.8,8.8
2019-10-09,downstream,9.3,13.2
2019-10-10,downstream,8.7,13.1
2019-10-11,downstream,8.6,10.5
2019-10-12,downstream,9.6,14.0
2019-10-13,downstream,7.9,11.8
2019-10-14,downstream,6.2,9.2
2019-10-15,downstream,5.2,7.7
2019-10-16,downstream,5.8,9.2
2019-10-17,downstream,6.7,9.4
2019-10-18,downstream,8.2,11.9
2019-10-19,downstream,6.7,9.9
2019-10-20,downstream,8.6,10.1
2019-10-21,downstream,6.7,8.5
2019-10-22,downstream,4.3,7.0
2019-10-23,downstream,6.2,9.8
2019-10-24,downstream,4.0,6.5
2019-10-25,downstream,4.4,7.2
2019-10-26,downstream,6.5,9.0
2019-10-27,downstream,4.7,7.0
2019-10-28,downstream,5.1,8.6
2019-10-29,downstream,6.3,9.5
2019-10-30,downstream,5.7,10.1
2019-10-31,downstream,6.5,8.5
2020-05-01,upstream,15.1,19.1
2020-05-02,upstream,15.2,17.2
2020-05-03,upstream,12.6,14.9
2020-05-04,upstream,14.1,18.3
2020-05-05,upstream,14.6,16.5
2020-05-06,upstream,14.8,18.6
2020-05-07,upstream,14.1,17.5
2020-05-08,upstream,15.1,18.0
2020-05-09,upstream,13.5,16.8
2020-05-10,upstream,14.4,16.1
2020-05-11,upstream,15.9,20.0
2020-05-12,upstream,14.6,16.5
2020-05-13,upstream,15.6,17.4
2020-05-14,upstream,14.9,17.2
2020-05-15,upstream,16.0,17.7
2020-05-16,upstream,17.1,21.5
2020-05-17,upstream,16.1,18.6
2020-05-18,upstream,14.7,18.8
2020-05-19,upstream,15.0,17.3
2020-05-20,upstream,16.4,20.4
2020-05-21,upstream,17.4,20.0
2020-05-22,upstream,16.3,17.9
2020-05-23,upstream,17.9,20.1
2020-05-24,upstream,18.1,21.0
2020-05-25,upstream,18.4,22.5
2020-05-26,upstream,18.9,21.8
2020-05-27,upstream,19.5,22.3
2020-05-28,upstream,15.6,19.4
2020-05-29,upstream,18.5,20.9
2020-05-30,upstream,17.3,19.6
2020-05-31,upstream,17.2,19.3
2020-06-01,upstream,18.6,22.9
2020-06-02,upstream,18.6,23.0
2020-06-03,upstream,17.0,21.1
2020-06-04,upstream,18.7,20.9
2020-06-05,upstream,18.2,22.4
2020-06-06,upstream,19.1,20.7
2020-06-07,upstream,17.9,21.0
2020-06-08,upstream,17.1,21.5
2020-06-09,upstream,16.7,20.0
2020-06-10,upstream,21.7,23.6
2020-06-11,upstream,18.9,23.1
2020-06-12,upstream,18.2,21.0
2020-06-13,upstream,17.4,19.2
2020-06-14,upstream,17.5,19.3
2020-06-15,upstream,16.9,19.9
2020-06-16,upstream,19.6,23.0
2020-06-17,upstream,17.2,19.4
2020-06-18,upstream,18.2,22.7
2020-06-19,upstream,16.9,18.8
2020-06-20,upstream,17.7,22.1
2020-06-21,upstream,18.2,22.0
2020-06-22,upstream,19.7,22.7
2020-06-23,upstream,17.3,21.1
2020-06-24,upstream,15.6,19.1
2020-06-25,upstream,17.8,21.8
2020-06-26,upstream,18.1,21.0
2020-06-27,upstream,16.9,19.3
2020-06-28,upstream,18.5,21.5
2020-06-29,upstream,19.2,22.4
2020-06-30,upstream,18.8,23.2
2020-07-01,upstream,18.2,22.6
2020-07-02,upstream,21.5,23.4
2020-07-03,upstream,19.2,22.3
2020-07-04,upstream,18.4,21.8
2020-07-05,upstream,18.9,23.0
2020-07-06,upstream,20.7,24.0
2020-07-07,upstream,18.4,20.4
2020-07-08,upstream,20.0,24.3
2020-07-09,upstream,18.5,22.0
2020-07-10,upstream,17.9,21.2
2020-07-11,upstream,18.3,20.6
2020-07-12,upstream,15.4,17.3
2020-07-13,upstream,19.6,21.3
2020-07-14,upstream,18.9,21.4
2020-07-15,upstream,18.1,21.6
2020-07-16,upstream,18.9,22.8
2020-07-17,upstream,19.5,23.7
2020-07-18,upstream,19.2,23.5
2020-07-19,upstream,16.4,20.5
2020-07-20,upstream,17.6,21.9
2020-07-21,upstream,19.6,23.2
2020-07-22,upstream,16.6,20.9
2020-07-23,upstream,16.1,18.5
2020-07-24,upstream,18.2,20.8
2020-07-25,upstream,16.6,19.8
2020-07-26,upstream,14.7,16.5
2020-07-27,upstream,16.1,17.9
2020-07-28,upstream,16.4,20.8
2020-07-29,upstream,17.7,22.1
2020-07-30,upstream,16.7,20.3
2020-07-31,upstream,16.4,18.7
2020-08-01,upstream,17.4,20.9
2020-08-02,upstream,16.9,18.8
2020-08-03,upstream,17.6,19.2
2020-08-04,upstream,16.3,19.9
2020-08-05,upstream,18.5,21.8
2020-08-06,upstream,16.7,19.3
2020-08-07,upstream,16.9,20.3
2020-08-08,upstream,15.6,19.6
2020-08-09,upstream,15.4,17.6
2020-08-10,upstream,16.4,20.9
2020-08-11,upstream,14.3,17.7
2020-08-12,upstream,17.3,19.3
2020-08-13,upstream,15.8,20.2
2020-08-14,upstream,16.2,19.1
2020-08-15,upstream,15.1,17.2
2020-08-16,upstream,15.3,18.6
2020-08-17,upstream,13.9,17.2
2020-08-18,upstream,17.2,19.8
2020-08-19,upstream,16.4,20.8
2020-08-20,upstream,15.0,17.2
2020-08-21,upstream,14.1,18.5
2020-08-22,upstream,15.3,18.1
2020-08-23,upstream,15.2,18.9
2020-08-24,upstream,15.8,19.6
2020-08-25,upstream,13.7,15.8
2020-08-26,upstream,15.5,19.7
2020-08-27,upstream,13.3,16.1
2020-08-28,upstream,15.7,19.1
2020-08-29,upstream,13.3,17.0
2020-08-30,upstream,13.3,15.4
2020-08-31,upstream,13.3,17.7
2020-09-01,upstream,13.8,17.3
2020-09-02,upstream,NA,NA
2020-09-03,upstream,13.7,17.7
2020-09-04,upstream,13.8,15.4
2020-09-05,upstream,13.6,17.3
2020-09-06,upstream,13.2,17.1
2020-09-07,upstream,12.3,16.0
2020-09-08,upstream,14.2,18.2
2020-09-09,upstream,13.3,14.8
2020-09-10,upstream,13.7,15.8
2020-09-11,upstream,12.6,15.8
2020-09-12,upstream,10.8,12.5
2020-09-13,upstream,12.9,15.1
2020-09-14,upstream,11.5,14.0
2020-09-15,upstream,12.8,15.1
2020-09-16,upstream,11.2,14.4
2020-09-17,upstream,10.0,12.7
2020-09-18,upstream,10.7,14.0
2020-09-19,upstream,10.8,14.2
2020-09-20,upstream,9.4,11.2
2020-09-21,upstream,10.8,14.8
2020-09-22,upstream,12.4,14.6
2020-09-23,upstream,7.9,10.7
2020-09-24,upstream,11.1,12.7
2020-09-25,upstream,8.2,10.6
2020-09-26,upstream,6.2,8.4
2020-09-27,upstream,10.6,13.5
2020-09-28,upstream,9.1,13.4
2020-09-29,upstream,9.7,11.6
2020-09-30,upstream,9.9,12.5
2020-10-01,upstream,8.3,11.2
2020-10-02,upstream,NA,NA
2020-10-03,upstream,9.9,12.7
2020-10-04,upstream,8.0,11.4
2020-10-05,upstream,7.1,9.8
2020-10-06,upstream,6.6,10.3
2020-10-07,upstream,8.8,12.8
2020-10-08,upstream,7.9,10.5
2020-10-09,upstream,NA,NA
2020-10-10,upstream,5.9,10.2
2020-10-11,upstream,6.0,9.9
2020-10-12,upstream,7.5,9.6
2020-10-13,upstream,7.2,10.1
2020-10-14,upstream,4.8,8.4
2020-10-15,upstream,6.9,8.8
2020-10-16,upstream,5.2,6.7
2020-10-17,upstream,NA,NA
2020-10-18,upstream,6.8,9.9
2020-10-19,upstream,7.8,12.1
2020-10-20,upstream,4.4,7.1
2020-10-21,upstream,6.5,9.6
2020-10-22,upstream,5.2,9.3
2020-10-23,upstream,6.6,10.4
2020-10-24,upstream,6.3,9.0
2020-10-25,upstream,6.6,9.4
2020-10-26,upstream,3.9,6.4
2020-10-27,upstream,3.4,5.0
2020-10-28,upstream,4.1,5.8
2020-10-29,upstream,2.7,7.1
2020-10-30,upstream,4.5,6.4
2020-10-31,upstream,4.0,6.9
2020-05-01,downstream,16.9,19.6
2020-05-02,downstream,14.7,18.7
2020-05-03,downstream,16.0,19.6
2020-05-04,downstream,13.0,16.3
2020-05-05,downstream,17.0,19.6
2020-05-06,downstream,14.4,18.7
2020-05-07,downstream,18.5,21.2
2020-05-08,downstream,16.0,19.3
2020-05-09,downstream,15.4,17.6
2020-05-10,downstream,18.2,20.6
2020-05-11,downstream,18.0,22.4
2020-05-12,downstream,16.0,18.5
2020-05-13,downstream,17.1,19.2
2020-05-14,downstream,18.1,21.0
2020-05-15,downstream,17.8,21.1
2020-05-16,downstream,16.4,19.3
2020-05-17,downstream,16.3,20.8
2020-05-18,downstream,17.1,18.8
2020-05-19,downstream,18.3,21.6
2020-05-20,downstream,18.4,22.3
2020-05-21,downstream,17.5,20.8
2020-05-22,downstream,18.1,20.5
2020-05-23,downstream,19.3,21.6
2020-05-24,downstream,18.3,22.2
2020-05-25,downstream,19.2,23.1
2020-05-26,downstream,18.7,21.0
2020-05-27,downstream,18.3,19.9
2020-05-28,downstream,16.4,20.8
2020-05-29,downstream,18.6,20.4
2020-05-30,downstream,NA,NA
2020-05-31,downstream,17.0,18.6
2020-06-01,downstream,18.1,21.5
2020-06-02,downstream,17.5,20.2
2020-06-03,downstream,17.4,20.4
2020-06-04,downstream,17.6,20.4
2020-06-05,downstream,20.3,23.7
2020-06-06,downstream,18.4,21.0
2020-06-07,downstream,17.8,21.3
2020-06-08,downstream,21.7,24.7
2020-06-09,downstream,17.1,19.0
2020-06-10,downstream,17.4,21.5
2020-06-11,downstream,18.6,21.6
2020-06-12,downstream,21.2,24.6
2020-06-13,downstream,19.2,23.0
2020-06-14,downstream,21.5,24.6
2020-06-15,downstream,20.2,23.6
2020-06-16,downstream,20.1,22.3
2020-06-17,downstream,20.5,23.2
2020-06-18,downstream,18.1,22.1
2020-06-19,downstream,20.6,22.6
2020-06-20,downstream,20.5,23.9
2020-06-21,downstream,20.5,23.8
2020-06-22,downstream,NA,NA
2020-06-23,downstream,21.4,23.2
2020-06-24,downstream,21.9,24.1
2020-06-25,downstream,19.9,24.2
2020-06-26,downstream,21.2,23.3
2020-06-27,downstream,21.2,23.2
2020-06-28,downstream,19.5,23.4
2020-06-29,downstream,17.6,20.6
2020-06-30,downstream,19.8,21.4
2020-07-01,downstream,21.8,25.1
2020-07-02,downstream,21.1,24.7
2020-07-03,downstream,21.9,26.1
2020-07-04,downstream,22.0,24.0
2020-07-05,downstream,18.1,19.7
2020-07-06,downstream,19.8,21.5
2020-07-07,downstream,19.8,22.7
2020-07-08,downstream,21.4,25.4
2020-07-09,downstream,19.4,21.2
2020-07-10,downstream,21.5,25.9
2020-07-11,downstream,21.0,25.0
2020-07-12,downstream,19.9,22.2
2020-07-13,downstream,19.4,21.3
2020-07-14,downstream,21.9,24.8
2020-07-15,downstream,19.3,21.0
2020-07-16,downstream,19.5,22.2
2020-07-17,downstream,21.2,24.5
2020-07-18,downstream,18.6,22.2
2020-07-19,downstream,20.8,24.9
2020-07-20,downstream,17.9,22.1
2020-07-21,downstream,19.8,23.1
2020-07-22,downstream,20.7,24.7
2020-07-23,downstream,19.2,20.8
2020-07-24,downstream,19.0,21.5
2020-07-25,downstream,19.4,22.1
2020-07-26,downstream,18.0,21.7
2020-07-27,downstream,20.5,24.5
2020-07-28,downstream,18.7,22.6
2020-07-29,downstream,18.1,19.8
2020-07-30,downstream,17.1,21.4
2020-07-31,downstream,19.5,21.8
2020-08-01,downstream,17.7,20.1
2020-08-02,downstream,18.1,20.9
2020-08-03,downstream,18.5,22.2
2020-08-04,downstream,NA,NA
2020-08-05,downstream,17.5,19.2
2020-08-06,downstream,18.9,23.1
2020-08-07,downstream,18.6,22.9
2020-08-08,downstream,19.2,22.9
2020-08-09,downstream,19.8,21.7
2020-08-10,downstream,17.5,21.9
2020-08-11,downstream,18.1,20.6
2020-08-12,downstream,18.9,22.1
2020-08-13,downstream,17.9,20.9
2020-08-14,downstream,18.3,22.1
2020-08-15,downstream,17.5,20.3
2020-08-16,downstream,17.7,19.5
2020-08-17,downstream,15.9,18.6
2020-08-18,downstream,16.1,18.7
2020-08-19,downstream,18.3,22.8
2020-08-20,downstream,15.7,19.8
2020-08-21,downstream,17.2,20.6
2020-08-22,downstream,18.2,21.6
2020-08-23,downstream,18.6,20.8
2020-08-24,downstream,17.9,20.4
2020-08-25,downstream,15.2,18.2
2020-08-26,downstream,14.2,17.5
2020-08-27,downstream,15.7,20.0
2020-08-28,downstream,14.6,16.1
2020-08-29,downstream,17.6,20.7
2020-08-30,downstream,13.3,17.2
2020-08-31,downstream,14.2,16.2
2020-09-01,downstream,15.9,19.6
2020-09-02,downstream,16.6,20.7
2020-09-03,downstream,14.1,16.6
2020-09-04,downstream,16.0,18.0
2020-09-05,downstream,13.4,17.4
2020-09-06,downstream,13.3,14.9
2020-09-07,downstream,12.5,16.9
2020-09-08,downstream,14.0,15.7
2020-09-09,downstream,16.0,20.1
2020-09-10,downstream,13.0,15.4
2020-09-11,downstream,13.2,17.3
2020-09-12,downstream,13.3,15.7
2020-09-13,downstream,13.4,16.4
2020-09-14,downstream,10.3,12.6
2020-09-15,downstream,12.4,15.6
2020-09-16,downstream,12.2,15.2
2020-09-17,downstream,13.6,17.9
2020-09-18,downstream,12.2,13.7
2020-09-19,downstream,11.6,13.9
2020-09-20,downstream,11.4,15.8
2020-09-21,downstream,12.0,15.3
