# crappie_length_frequency.csv
# Silver Creek Impoundment - Black Crappie Fall Trap Net Length-Frequency Data
# Columns:
#   year: Year of sampling (integer, YYYY)
#   sample_date: Date of sampling (YYYY-MM-DD)
#   site: Trap net site identifier (character, TN01-TN08)
#   fish_id: Unique fish identifier (character)
#   total_length_mm: Total length in millimeters
#   weight_g: Weight in grams; NA if not weighed
#   sex: Sex of fish (M, F, or U for unknown); NA if not determined
# Units: length in mm, weight in g
# Missing values coded as NA
year,sample_date,site,fish_id,total_length_mm,weight_g,sex
2018,2018-10-15,TN05,C01044,164,45.7,U
2018,2018-10-15,TN05,C01045,229,145.4,M
2018,2018-10-15,TN05,C01046,95,9.3,F
2018,2018-10-15,TN05,C01047,169,NA,F
2018,2018-10-15,TN05,C01048,177,56.4,F
2018,2018-10-15,TN05,C01049,176,NA,NA
2018,2018-10-15,TN05,C01050,218,105.7,M
2018,2018-10-15,TN05,C01051,133,27.6,F
2018,2018-10-15,TN05,C01052,253,184.1,U
2018,2018-10-15,TN05,C01053,146,37.8,M
2018,2018-10-15,TN05,C01054,173,62.1,F
2018,2018-10-15,TN05,C01055,107,12.8,F
2018,2018-10-15,TN05,C01056,194,76.9,F
2018,2018-10-15,TN05,C01057,169,46.7,M
2018,2018-10-15,TN06,C01058,275,251.5,M
2018,2018-10-15,TN06,C01059,183,75.2,U
2018,2018-10-15,TN06,C01060,139,29.5,F
2018,2018-10-15,TN06,C01061,180,54.7,F
2018,2018-10-15,TN06,C01062,144,32.8,U
2018,2018-10-15,TN06,C01063,203,84.1,F
2018,2018-10-15,TN06,C01064,220,130.4,U
2018,2018-10-15,TN06,C01065,164,46.4,M
2018,2018-10-15,TN06,C01066,178,58.0,M
2018,2018-10-15,TN06,C01067,161,47.6,M
2018,2018-10-15,TN06,C01068,203,101.4,NA
2018,2018-10-15,TN06,C01069,262,219.2,M
2018,2018-10-15,TN06,C01070,127,23.6,M
2018,2018-10-15,TN07,C01071,252,170.6,M
2018,2018-10-15,TN07,C01072,217,110.5,NA
2018,2018-10-15,TN07,C01073,214,93.9,F
2018,2018-10-15,TN07,C01074,191,77.4,F
2018,2018-10-15,TN07,C01075,236,139.5,F
2018,2018-10-15,TN07,C01076,179,66.2,U
2018,2018-10-15,TN07,C01077,214,107.0,U
2018,2018-10-15,TN07,C01078,164,48.7,F
2018,2018-10-15,TN07,C01079,190,77.5,U
2018,2018-10-15,TN07,C01080,278,276.3,M
2018,2018-10-15,TN07,C01081,131,24.6,F
2018,2018-10-15,TN08,C01082,141,26.5,M
2018,2018-10-15,TN08,C01083,149,30.7,F
2018,2018-10-15,TN08,C01084,195,93.1,M
2018,2018-10-15,TN08,C01085,169,51.1,F
2018,2018-10-15,TN08,C01086,190,67.2,F
2018,2018-10-15,TN08,C01087,197,NA,M
2018,2018-10-15,TN08,C01088,163,46.3,U
2018,2018-10-15,TN08,C01089,219,103.1,F
2018,2018-10-15,TN08,C01090,149,32.0,F
2018,2018-10-15,TN08,C01091,175,59.3,F
2018,2018-10-15,TN08,C01092,164,53.8,NA
2018,2018-10-15,TN08,C01093,236,137.1,F
2018,2018-10-15,TN08,C01094,210,95.4,U
2019,2019-10-09,TN01,C01095,142,29.1,F
2019,2019-10-09,TN01,C01096,163,52.7,U
2019,2019-10-09,TN01,C01097,198,95.8,F
2019,2019-10-09,TN01,C01098,216,119.7,M
2019,2019-10-09,TN01,C01099,210,108.2,U
2019,2019-10-09,TN01,C01100,193,76.7,F
2019,2019-10-09,TN01,C01101,188,82.8,M
2019,2019-10-09,TN01,C01102,267,209.0,NA
2019,2019-10-09,TN01,C01103,157,NA,F
2019,2019-10-09,TN01,C01104,128,21.2,U
2019,2019-10-09,TN01,C01105,178,71.3,U
2019,2019-10-09,TN01,C01106,186,75.8,M
2019,2019-10-09,TN01,C01107,192,75.6,M
2019,2019-10-09,TN01,C01108,195,72.6,F
2019,2019-10-09,TN01,C01109,148,36.6,F
2019,2019-10-09,TN01,C01110,156,40.5,NA
2019,2019-10-09,TN01,C01111,168,55.4,NA
2019,2019-10-09,TN01,C01112,183,71.1,F
2019,2019-10-09,TN01,C01113,277,264.6,F
2019,2019-10-09,TN01,C01114,195,87.2,U
2019,2019-10-09,TN01,C01115,165,42.7,M
2019,2019-10-09,TN01,C01116,183,76.6,M
2019,2019-10-09,TN01,C01117,191,69.9,F
2019,2019-10-09,TN01,C01118,118,NA,M
2019,2019-10-09,TN02,C01119,62,2.3,F
2019,2019-10-09,TN02,C01120,218,128.4,F
2019,2019-10-09,TN02,C01121,131,NA,F
2019,2019-10-09,TN02,C01122,223,117.6,M
2019,2019-10-09,TN02,C01123,161,48.2,F
2019,2019-10-09,TN02,C01124,111,16.1,M
2019,2019-10-09,TN02,C01125,191,85.2,M
2019,2019-10-09,TN02,C01126,209,109.4,F
2019,2019-10-09,TN02,C01127,168,59.6,M
2019,2019-10-09,TN02,C01128,161,40.6,F
2019,2019-10-09,TN02,C01129,169,46.6,F
2019,2019-10-09,TN02,C01130,138,26.4,M
2019,2019-10-09,TN02,C01131,271,NA,F
2019,2019-10-09,TN02,C01132,178,70.3,NA
2019,2019-10-09,TN02,C01133,184,NA,F
2019,2019-10-09,TN02,C01134,173,63.2,F
2019,2019-10-09,TN02,C01135,140,28.9,M
2019,2019-10-09,TN02,C01136,156,39.3,M
2019,2019-10-09,TN02,C01137,153,38.6,NA
2019,2019-10-09,TN02,C01138,240,153.9,F
2019,2019-10-09,TN02,C01139,142,33.8,F
2019,2019-10-09,TN02,C01140,226,122.4,M
2019,2019-10-09,TN02,C01141,162,50.5,M
2019,2019-10-09,TN03,C01142,132,25.6,F
2019,2019-10-09,TN03,C01143,239,169.4,NA
2019,2019-10-09,TN03,C01144,235,135.6,M
2019,2019-10-09,TN03,C01145,210,106.0,U
2019,2019-10-09,TN03,C01146,168,56.0,F
2019,2019-10-09,TN03,C01147,151,37.9,F
2019,2019-10-09,TN03,C01148,164,41.5,M
2019,2019-10-09,TN03,C01149,152,39.9,NA
2019,2019-10-09,TN03,C01150,199,83.4,U
2019,2019-10-09,TN03,C01151,197,94.4,F
2019,2019-10-09,TN03,C01152,227,NA,M
2019,2019-10-09,TN04,C01153,205,107.0,F
2019,2019-10-09,TN04,C01154,120,20.1,M
2019,2019-10-09,TN04,C01155,183,72.0,F
2019,2019-10-09,TN04,C01156,209,NA,F
2019,2019-10-09,TN04,C01157,139,25.9,U
2019,2019-10-09,TN04,C01158,182,74.1,NA
2019,2019-10-09,TN04,C01159,191,87.8,F
2019,2019-10-09,TN04,C01160,195,77.5,U
2019,2019-10-09,TN04,C01161,265,212.4,U
2019,2019-10-09,TN04,C01162,263,NA,NA
2019,2019-10-09,TN04,C01163,142,31.3,M
2019,2019-10-09,TN04,C01164,236,153.4,M
2019,2019-10-09,TN04,C01165,287,258.8,M
2019,2019-10-09,TN04,C01166,175,NA,U
2019,2019-10-09,TN04,C01167,170,49.4,NA
2019,2019-10-09,TN04,C01168,196,95.1,F
2019,2019-10-09,TN04,C01169,229,145.7,F
2019,2019-10-09,TN04,C01170,188,NA,NA
2019,2019-10-09,TN04,C01171,206,88.7,F
2019,2019-10-09,TN04,C01172,163,40.9,M
2019,2019-10-09,TN04,C01173,161,NA,F
2019,2019-10-09,TN04,C01174,192,67.1,U
2019,2019-10-09,TN04,C01175,223,NA,F
2019,2019-10-09,TN04,C01176,205,98.3,M
2019,2019-10-09,TN05,C01177,257,178.5,F
2019,2019-10-09,TN05,C01178,236,135.2,M
2019,2019-10-09,TN05,C01179,189,72.0,M
2019,2019-10-09,TN05,C01180,236,139.9,U
2019,2019-10-09,TN05,C01181,204,105.5,U
2019,2019-10-09,TN05,C01182,170,56.4,M
2019,2019-10-09,TN05,C01183,125,19.0,U
2019,2019-10-09,TN05,C01184,165,43.5,M
2019,2019-10-09,TN05,C01185,136,24.9,M
2019,2019-10-09,TN05,C01186,160,42.3,U
2019,2019-10-09,TN05,C01187,226,118.9,F
2019,2019-10-09,TN05,C01188,175,56.7,M
2019,2019-10-09,TN06,C01189,207,87.4,U
2019,2019-10-09,TN06,C01190,175,67.4,F
2019,2019-10-09,TN06,C01191,228,148.0,F
2019,2019-10-09,TN06,C01192,214,NA,M
2019,2019-10-09,TN06,C01193,178,62.3,F
2019,2019-10-09,TN06,C01194,193,89.5,M
2019,2019-10-09,TN06,C01195,194,84.8,M
2019,2019-10-09,TN06,C01196,204,104.1,F
2019,2019-10-09,TN06,C01197,213,119.3,U
2019,2019-10-09,TN06,C01198,288,263.1,U
2019,2019-10-09,TN06,C01199,168,45.1,F
2019,2019-10-09,TN06,C01200,145,36.4,U
2019,2019-10-09,TN06,C01201,190,74.3,U
2019,2019-10-09,TN06,C01202,167,NA,M
2019,2019-10-09,TN06,C01203,170,54.3,F
2019,2019-10-09,TN06,C01204,169,55.2,M
2019,2019-10-09,TN06,C01205,178,69.8,M
2019,2019-10-09,TN06,C01206,175,66.9,F
2019,2019-10-09,TN06,C01207,202,NA,M
2019,2019-10-09,TN06,C01208,137,NA,M
2019,2019-10-09,TN06,C01209,175,61.5,F
2019,2019-10-09,TN06,C01210,212,119.0,F
2019,2019-10-09,TN06,C01211,123,19.1,M
2019,2019-10-09,TN06,C01212,203,89.5,F
2019,2019-10-09,TN06,C01213,169,45.5,F
2019,2019-10-09,TN07,C01214,144,35.8,M
2019,2019-10-09,TN07,C01215,231,118.1,U
2019,2019-10-09,TN07,C01216,247,150.4,U
2019,2019-10-09,TN07,C01217,190,73.9,M
2019,2019-10-09,TN07,C01218,132,24.7,M
2019,2019-10-09,TN07,C01219,153,42.5,F
2019,2019-10-09,TN07,C01220,180,67.6,M
2019,2019-10-09,TN07,C01221,169,46.5,M
2019,2019-10-09,TN07,C01222,241,169.4,F
2019,2019-10-09,TN07,C01223,217,104.0,M
2019,2019-10-09,TN07,C01224,177,69.2,NA
2019,2019-10-09,TN07,C01225,263,217.3,M
2019,2019-10-09,TN07,C01226,113,15.7,M
2019,2019-10-09,TN07,C01227,192,71.3,F
2019,2019-10-09,TN07,C01228,217,126.7,F
2019,2019-10-09,TN07,C01229,251,188.0,M
2019,2019-10-09,TN07,C01230,177,55.1,M
2019,2019-10-09,TN07,C01231,256,171.2,U
2019,2019-10-09,TN07,C01232,159,39.6,M
2019,2019-10-09,TN07,C01233,177,NA,M
2019,2019-10-09,TN08,C01234,200,89.1,U
2019,2019-10-09,TN08,C01235,175,65.9,U
2019,2019-10-09,TN08,C01236,174,49.5,U
2019,2019-10-09,TN08,C01237,248,177.1,U
2019,2019-10-09,TN08,C01238,294,286.1,U
2019,2019-10-09,TN08,C01239,141,35.1,U
2019,2019-10-09,TN08,C01240,215,120.1,F
2019,2019-10-09,TN08,C01241,219,130.5,M
2019,2019-10-09,TN08,C01242,154,38.4,M
2019,2019-10-09,TN08,C01243,227,124.8,M
2019,2019-10-09,TN08,C01244,180,NA,F
2019,2019-10-09,TN08,C01245,216,NA,NA
2019,2019-10-09,TN08,C01246,179,62.2,F
2019,2019-10-09,TN08,C01247,191,82.3,M
2019,2019-10-09,TN08,C01248,208,91.5,M
2019,2019-10-09,TN08,C01249,177,68.8,M
2019,2019-10-09,TN08,C01250,295,277.7,NA
2019,2019-10-09,TN08,C01251,194,70.9,U
2019,2019-10-09,TN08,C01252,168,55.6,F
2019,2019-10-09,TN08,C01253,218,105.5,M
2020,2020-10-12,TN01,C01254,106,12.5,F
2020,2020-10-12,TN01,C01255,191,85.4,M
2020,2020-10-12,TN01,C01256,216,108.0,F
2020,2020-10-12,TN01,C01257,224,114.6,F
2020,2020-10-12,TN01,C01258,107,12.6,NA
2020,2020-10-12,TN01,C01259,143,33.3,U
2020,2020-10-12,TN01,C01260,246,183.1,F
2020,2020-10-12,TN01,C01261,205,103.8,U
2020,2020-10-12,TN01,C01262,156,44.9,U
2020,2020-10-12,TN01,C01263,237,129.9,M
2020,2020-10-12,TN01,C01264,230,119.7,F
2020,2020-10-12,TN01,C01265,188,68.7,M
2020,2020-10-12,TN01,C01266,164,44.7,F
2020,2020-10-12,TN01,C01267,192,70.1,F
2020,2020-10-12,TN01,C01268,268,224.3,F
2020,2020-10-12,TN01,C01269,227,145.2,F
2020,2020-10-12,TN01,C01270,224,132.5,F
2020,2020-10-12,TN01,C01271,140,33.7,M
2020,2020-10-12,TN01,C01272,159,NA,U
2020,2020-10-12,TN01,C01273,196,NA,M
2020,2020-10-12,TN01,C01274,181,71.8,U
2020,2020-10-12,TN01,C01275,194,68.9,F
2020,2020-10-12,TN01,C01276,113,13.9,NA
2020,2020-10-12,TN01,C01277,191,71.4,U
2020,2020-10-12,TN02,C01278,196,79.2,F
2020,2020-10-12,TN02,C01279,154,43.9,F
2020,2020-10-12,TN02,C01280,135,26.7,M
2020,2020-10-12,TN02,C01281,157,45.6,F
2020,2020-10-12,TN02,C01282,263,176.1,U
2020,2020-10-12,TN02,C01283,183,60.3,U
2020,2020-10-12,TN02,C01284,203,94.0,U
2020,2020-10-12,TN02,C01285,166,57.0,F
2020,2020-10-12,TN02,C01286,214,97.2,U
2020,2020-10-12,TN02,C01287,169,54.5,M
2020,2020-10-12,TN02,C01288,152,37.3,F
2020,2020-10-12,TN02,C01289,212,NA,F
2020,2020-10-12,TN02,C01290,160,49.5,U
2020,2020-10-12,TN02,C01291,175,NA,F
2020,2020-10-12,TN02,C01292,207,109.9,U
2020,2020-10-12,TN02,C01293,169,NA,NA
2020,2020-10-12,TN02,C01294,206,93.0,M
2020,2020-10-12,TN02,C01295,167,45.7,U
2020,2020-10-12,TN02,C01296,206,96.8,F
2020,2020-10-12,TN02,C01297,165,49.2,F
2020,2020-10-12,TN02,C01298,245,141.0,M
2020,2020-10-12,TN02,C01299,209,91.9,F
2020,2020-10-12,TN02,C01300,171,56.4,NA
2020,2020-10-12,TN02,C01301,198,74.0,F
2020,2020-10-12,TN02,C01302,220,100.8,M
2020,2020-10-12,TN02,C01303,133,28.6,M
2020,2020-10-12,TN02,C01304,165,46.7,U
2020,2020-10-12,TN02,C01305,217,108.3,M
2020,2020-10-12,TN03,C01306,299,282.0,F
2020,2020-10-12,TN03,C01307,182,73.3,M
2020,2020-10-12,TN03,C01308,181,61.7,F
2020,2020-10-12,TN03,C01309,202,80.4,U
2020,2020-10-12,TN03,C01310,170,59.3,NA
2020,2020-10-12,TN03,C01311,181,63.7,U
2020,2020-10-12,TN03,C01312,269,229.1,F
2020,2020-10-12,TN03,C01313,191,82.2,F
2020,2020-10-12,TN03,C01314,240,174.3,U
2020,2020-10-12,TN03,C01315,260,220.5,NA
2020,2020-10-12,TN03,C01316,233,150.5,U
2020,2020-10-12,TN03,C01317,200,87.7,NA
2020,2020-10-12,TN03,C01318,187,71.1,U
2020,2020-10-12,TN03,C01319,228,140.2,M
2020,2020-10-12,TN03,C01320,222,114.1,M
2020,2020-10-12,TN03,C01321,158,46.5,M
2020,2020-10-12,TN03,C01322,103,11.9,F
2020,2020-10-12,TN03,C01323,150,NA,M
2020,2020-10-12,TN03,C01324,200,96.1,M
2020,2020-10-12,TN03,C01325,234,133.0,NA
2020,2020-10-12,TN03,C01326,107,14.3,F
2020,2020-10-12,TN03,C01327,251,155.8,U
2020,2020-10-12,TN03,C01328,220,102.3,NA
2020,2020-10-12,TN03,C01329,188,73.1,F
2020,2020-10-12,TN03,C01330,235,159.8,F
2020,2020-10-12,TN03,C01331,160,47.2,U
2020,2020-10-12,TN04,C01332,196,89.7,U
2020,2020-10-12,TN04,C01333,185,63.0,M
2020,2020-10-12,TN04,C01334,174,61.2,M
2020,2020-10-12,TN04,C01335,262,212.8,F
2020,2020-10-12,TN04,C01336,174,61.8,F
2020,2020-10-12,TN04,C01337,143,29.6,M
2020,2020-10-12,TN04,C01338,152,37.9,M
2020,2020-10-12,TN04,C01339,203,81.4,M
2020,2020-10-12,TN04,C01340,197,74.0,F
2020,2020-10-12,TN04,C01341,233,157.5,M
2020,2020-10-12,TN04,C01342,193,75.5,NA
2020,2020-10-12,TN04,C01343,195,81.7,F
2020,2020-10-12,TN04,C01344,113,13.6,U
2020,2020-10-12,TN04,C01345,181,NA,NA
2020,2020-10-12,TN04,C01346,188,NA,M
2020,2020-10-12,TN04,C01347,159,NA,NA
2020,2020-10-12,TN04,C01348,209,95.5,U
2020,2020-10-12,TN04,C01349,130,24.8,NA
2020,2020-10-12,TN04,C01350,188,70.0,U
2020,2020-10-12,TN04,C01351,113,15.2,M
2020,2020-10-12,TN04,C01352,209,109.9,F
2020,2020-10-12,TN04,C01353,242,144.9,M
2020,2020-10-12,TN04,C01354,277,218.5,F
2020,2020-10-12,TN04,C01355,87,6.9,F
2020,2020-10-12,TN04,C01356,207,NA,NA
2020,2020-10-12,TN04,C01357,199,77.3,M
2020,2020-10-12,TN05,C01358,162,52.0,M
2020,2020-10-12,TN05,C01359,112,12.9,U
2020,2020-10-12,TN05,C01360,248,184.6,U
2020,2020-10-12,TN05,C01361,187,81.3,NA
2020,2020-10-12,TN05,C01362,290,252.7,M
2020,2020-10-12,TN05,C01363,187,69.0,U
2020,2020-10-12,TN05,C01364,260,173.5,U
2020,2020-10-12,TN05,C01365,142,29.6,U
2020,2020-10-12,TN05,C01366,181,58.7,M
2020,2020-10-12,TN05,C01367,202,85.3,NA
2020,2020-10-12,TN05,C01368,203,97.0,M
2020,2020-10-12,TN05,C01369,242,179.4,F
2020,2020-10-12,TN05,C01370,176,58.3,M
2020,2020-10-12,TN05,C01371,172,60.7,M
2020,2020-10-12,TN05,C01372,198,79.0,NA
2020,2020-10-12,TN05,C01373,200,97.3,F
2020,2020-10-12,TN05,C01374,167,54.0,M
2020,2020-10-12,TN05,C01375,180,71.2,U
2020,2020-10-12,TN05,C01376,205,96.6,M
2020,2020-10-12,TN05,C01377,136,24.0,F
2020,2020-10-12,TN05,C01378,261,NA,M
2020,2020-10-12,TN05,C01379,197,92.2,M
2020,2020-10-12,TN05,C01380,165,46.0,F
2020,2020-10-12,TN05,C01381,190,68.1,M
2020,2020-10-12,TN05,C01382,184,58.7,M
2020,2020-10-12,TN05,C01383,174,55.5,NA
2020,2020-10-12,TN05,C01384,262,183.6,M
2020,2020-10-12,TN05,C01385,153,33.5,NA
2020,2020-10-12,TN05,C01386,165,50.5,M
2020,2020-10-12,TN06,C01387,115,14.9,F
2020,2020-10-12,TN06,C01388,214,102.2,M
2020,2020-10-12,TN06,C01389,177,NA,M
2020,2020-10-12,TN06,C01390,267,219.4,F
2020,2020-10-12,TN06,C01391,203,NA,F
2020,2020-10-12,TN06,C01392,133,25.5,M
2020,2020-10-12,TN06,C01393,192,73.7,M
2020,2020-10-12,TN06,C01394,221,136.5,F
2020,2020-10-12,TN06,C01395,236,163.2,M
2020,2020-10-12,TN06,C01396,211,NA,M
2020,2020-10-12,TN06,C01397,148,37.3,F
2020,2020-10-12,TN06,C01398,196,76.9,F
2020,2020-10-12,TN06,C01399,165,43.9,M
2020,2020-10-12,TN06,C01400,242,167.1,M
2020,2020-10-12,TN06,C01401,111,NA,M
2020,2020-10-12,TN06,C01402,200,78.4,M
2020,2020-10-12,TN06,C01403,236,144.6,NA
2020,2020-10-12,TN07,C01404,242,NA,NA
2020,2020-10-12,TN07,C01405,228,144.3,F
2020,2020-10-12,TN07,C01406,203,98.4,M
2020,2020-10-12,TN07,C01407,244,NA,NA
2020,2020-10-12,TN07,C01408,188,65.7,U
2020,2020-10-12,TN07,C01409,106,12.7,M
2020,2020-10-12,TN07,C01410,249,196.2,U
2020,2020-10-12,TN07,C01411,149,31.6,M
2020,2020-10-12,TN07,C01412,136,28.0,NA
2020,2020-10-12,TN07,C01413,141,29.4,M
2020,2020-10-12,TN07,C01414,226,109.5,U
2020,2020-10-12,TN07,C01415,229,139.4,NA
2020,2020-10-12,TN07,C01416,212,119.9,M
2020,2020-10-12,TN07,C01417,228,124.3,M
2020,2020-10-12,TN07,C01418,171,56.4,M
2020,2020-10-12,TN07,C01419,202,82.1,M
2020,2020-10-12,TN07,C01420,115,18.5,M
2020,2020-10-12,TN08,C01421,211,91.6,F
2020,2020-10-12,TN08,C01422,125,20.2,F
2020,2020-10-12,TN08,C01423,152,NA,F
2020,2020-10-12,TN08,C01424,177,58.8,F
2020,2020-10-12,TN08,C01425,183,58.7,M
2020,2020-10-12,TN08,C01426,148,34.1,M
2020,2020-10-12,TN08,C01427,228,127.1,M
2020,2020-10-12,TN08,C01428,200,NA,U
2020,2020-10-12,TN08,C01429,175,57.5,M
2020,2020-10-12,TN08,C01430,260,193.9,U
2020,2020-10-12,TN08,C01431,194,85.5,M
2020,2020-10-12,TN08,C01432,197,78.2,M
2020,2020-10-12,TN08,C01433,135,30.2,U
2020,2020-10-12,TN08,C01434,186,61.5,F
2020,2020-10-12,TN08,C01435,105,11.4,U
2020,2020-10-12,TN08,C01436,198,83.9,F
2020,2020-10-12,TN08,C01437,245,188.6,M
2020,2020-10-12,TN08,C01438,123,21.4,F
2020,2020-10-12,TN08,C01439,162,39.7,F
2020,2020-10-12,TN08,C01440,188,NA,F
2020,2020-10-12,TN08,C01441,202,82.3,M
2020,2020-10-12,TN08,C01442,249,191.9,F
2020,2020-10-12,TN08,C01443,205,89.1,F
2020,2020-10-12,TN08,C01444,191,65.5,U
2020,2020-10-12,TN08,C01445,187,66.1,U
2021,2021-10-18,TN01,C01446,194,NA,F
2021,2021-10-18,TN01,C01447,102,12.4,NA
2021,2021-10-18,TN01,C01448,165,50.7,NA
2021,2021-10-18,TN01,C01449,194,86.5,M
2021,2021-10-18,TN01,C01450,122,21.8,U
2021,2021-10-18,TN01,C01451,183,60.5,NA
2021,2021-10-18,TN01,C01452,213,99.0,M
2021,2021-10-18,TN01,C01453,151,37.9,F
2021,2021-10-18,TN01,C01454,210,109.2,M
2021,2021-10-18,TN01,C01455,172,57.9,M
2021,2021-10-18,TN01,C01456,191,81.5,U
2021,2021-10-18,TN01,C01457,200,95.2,M
2021,2021-10-18,TN01,C01458,203,83.7,F
2021,2021-10-18,TN01,C01459,175,51.2,F
2021,2021-10-18,TN01,C01460,205,94.6,NA
2021,2021-10-18,TN01,C01461,215,95.4,M
2021,2021-10-18,TN01,C01462,237,153.0,F
2021,2021-10-18,TN01,C01463,224,130.5,F
2021,2021-10-18,TN01,C01464,94,8.3,F
2021,2021-10-18,TN01,C01465,175,59.7,U
2021,2021-10-18,TN02,C01466,68,3.7,F
2021,2021-10-18,TN02,C01467,195,89.2,U
2021,2021-10-18,TN02,C01468,93,7.6,U
2021,2021-10-18,TN02,C01469,221,NA,U
2021,2021-10-18,TN02,C01470,192,77.0,F
2021,2021-10-18,TN02,C01471,174,52.5,F
2021,2021-10-18,TN02,C01472,222,124.9,NA
2021,2021-10-18,TN02,C01473,249,NA,M
2021,2021-10-18,TN02,C01474,174,56.4,NA
2021,2021-10-18,TN02,C01475,119,20.8,U
2021,2021-10-18,TN02,C01476,175,58.7,U
2021,2021-10-18,TN02,C01477,190,NA,F
2021,2021-10-18,TN02,C01478,121,19.9,M
2021,2021-10-18,TN02,C01479,192,89.9,NA
2021,2021-10-18,TN02,C01480,204,103.3,M
2021,2021-10-18,TN02,C01481,157,40.6,M
2021,2021-10-18,TN02,C01482,224,129.2,F
2021,2021-10-18,TN02,C01483,178,55.0,U
2021,2021-10-18,TN02,C01484,153,42.1,F
2021,2021-10-18,TN02,C01485,144,NA,NA
2021,2021-10-18,TN02,C01486,218,99.0,NA
2021,2021-10-18,TN02,C01487,156,44.7,M
2021,2021-10-18,TN02,C01488,188,68.8,U
2021,2021-10-18,TN03,C01489,183,NA,M
2021,2021-10-18,TN03,C01490,182,58.9,M
2021,2021-10-18,TN03,C01491,188,66.2,F
2021,2021-10-18,TN03,C01492,203,98.9,F
2021,2021-10-18,TN03,C01493,147,30.0,F
2021,2021-10-18,TN03,C01494,180,56.4,M
2021,2021-10-18,TN03,C01495,238,155.5,NA
2021,2021-10-18,TN03,C01496,165,52.9,NA
2021,2021-10-18,TN03,C01497,141,30.0,U
2021,2021-10-18,TN03,C01498,153,43.1,F
2021,2021-10-18,TN03,C01499,166,NA,U
2021,2021-10-18,TN03,C01500,146,38.8,U
2021,2021-10-18,TN03,C01501,205,86.7,F
2021,2021-10-18,TN03,C01502,255,210.4,F
2021,2021-10-18,TN03,C01503,252,166.4,F
2021,2021-10-18,TN03,C01504,128,25.8,F
2021,2021-10-18,TN03,C01505,178,71.4,U
2021,2021-10-18,TN03,C01506,151,35.6,F
2021,2021-10-18,TN03,C01507,181,64.4,U
2021,2021-10-18,TN03,C01508,112,NA,M
2021,2021-10-18,TN03,C01509,148,38.3,F
2021,2021-10-18,TN03,C01510,167,49.9,NA
2021,2021-10-18,TN03,C01511,196,83.6,U
2021,2021-10-18,TN03,C01512,139,NA,F
2021,2021-10-18,TN03,C01513,161,39.3,NA
2021,2021-10-18,TN03,C01514,235,125.0,U
2021,2021-10-18,TN03,C01515,166,56.9,U
2021,2021-10-18,TN03,C01516,175,54.3,NA
2021,2021-10-18,TN03,C01517,135,27.5,M
2021,2021-10-18,TN03,C01518,214,95.3,U
2021,2021-10-18,TN04,C01519,249,166.6,M
2021,2021-10-18,TN04,C01520,190,65.7,NA
2021,2021-10-18,TN04,C01521,103,12.4,M
2021,2021-10-18,TN04,C01522,214,118.7,NA
2021,2021-10-18,TN04,C01523,242,160.2,M
2021,2021-10-18,TN04,C01524,158,38.2,F
2021,2021-10-18,TN04,C01525,199,95.6,U
2021,2021-10-18,TN04,C01526,210,117.4,M
2021,2021-10-18,TN04,C01527,150,32.0,U
2021,2021-10-18,TN04,C01528,253,NA,F
2021,2021-10-18,TN04,C01529,213,105.0,M
2021,2021-10-18,TN04,C01530,140,31.3,F
2021,2021-10-18,TN04,C01531,218,130.6,F
2021,2021-10-18,TN04,C01532,202,97.2,F
2021,2021-10-18,TN04,C01533,163,51.0,U
2021,2021-10-18,TN04,C01534,250,186.1,U
2021,2021-10-18,TN04,C01535,147,NA,M
2021,2021-10-18,TN04,C01536,150,34.7,M
2021,2021-10-18,TN04,C01537,134,25.9,U
2021,2021-10-18,TN04,C01538,129,23.8,M
2021,2021-10-18,TN04,C01539,146,31.8,F
2021,2021-10-18,TN04,C01540,224,126.8,F
2021,2021-10-18,TN04,C01541,213,110.9,NA
2021,2021-10-18,TN04,C01542,192,86.8,F
2021,2021-10-18,TN05,C01543,207,101.3,U
2021,2021-10-18,TN05,C01544,127,24.8,F
2021,2021-10-18,TN05,C01545,127,20.6,F
2021,2021-10-18,TN05,C01546,160,39.2,NA
2021,2021-10-18,TN05,C01547,158,45.0,F
2021,2021-10-18,TN05,C01548,188,72.8,M
2021,2021-10-18,TN05,C01549,168,NA,U
2021,2021-10-18,TN05,C01550,255,211.1,M
2021,2021-10-18,TN05,C01551,212,92.1,NA
2021,2021-10-18,TN05,C01552,179,NA,F
2021,2021-10-18,TN05,C01553,152,39.9,F
2021,2021-10-18,TN05,C01554,225,137.8,M
2021,2021-10-18,TN05,C01555,208,NA,M
2021,2021-10-18,TN05,C01556,144,36.3,F
2021,2021-10-18,TN05,C01557,124,NA,F
2021,2021-10-18,TN05,C01558,183,77.5,M
2021,2021-10-18,TN06,C01559,202,99.2,M
2021,2021-10-18,TN06,C01560,255,206.9,F
2021,2021-10-18,TN06,C01561,256,188.1,F
2021,2021-10-18,TN06,C01562,230,147.0,F
2021,2021-10-18,TN06,C01563,217,130.0,U
2021,2021-10-18,TN06,C01564,139,31.8,U
2021,2021-10-18,TN06,C01565,198,77.6,NA
2021,2021-10-18,TN06,C01566,126,19.3,F
2021,2021-10-18,TN06,C01567,150,38.6,NA
2021,2021-10-18,TN06,C01568,182,67.7,M
2021,2021-10-18,TN06,C01569,221,103.5,F
2021,2021-10-18,TN06,C01570,135,24.4,F
