# crappie_harvest_survey.csv
# Silver Creek Impoundment - Black Crappie Voluntary Creel/Harvest Survey Data
# Columns:
#   year: Year of survey (integer, YYYY)
#   month: Month of survey (integer, 1-12)
#   survey_date: Date of creel clerk interview (YYYY-MM-DD)
#   angler_id: Anonymous angler identifier (character)
#   hours_fished: Hours spent fishing during that trip
#   crappie_caught: Total black crappie caught (kept + released)
#   crappie_harvested: Number of black crappie kept/harvested
#   largest_fish_mm: Length of largest crappie caught in mm; NA if no fish caught
#   satisfaction: Angler satisfaction rating (1=very dissatisfied to 5=very satisfied); NA if not answered
# Units: effort in hours, length in mm
# Missing values coded as NA
year,month,survey_date,angler_id,hours_fished,crappie_caught,crappie_harvested,largest_fish_mm,satisfaction
2024,5,2024-05-06,A202405015,2.0,9,4,190,2
2024,5,2024-05-06,A202405016,6.8,11,4,218,2
2024,5,2024-05-06,A202405017,6.7,11,4,215,NA
2024,5,2024-05-06,A202405018,4.5,18,8,179,3
2024,6,2024-06-22,A202406000,6.0,11,4,195,3
2024,6,2024-06-22,A202406001,4.4,15,6,140,3
2024,6,2024-06-22,A202406002,5.7,9,3,185,1
2024,6,2024-06-22,A202406003,3.3,13,5,239,3
2024,6,2024-06-22,A202406004,4.3,10,3,180,NA
2024,6,2024-06-22,A202406005,5.4,9,2,110,1
2024,6,2024-06-22,A202406006,2.9,10,4,173,3
2024,6,2024-06-22,A202406007,5.9,6,3,176,3
2024,6,2024-06-22,A202406008,5.2,9,3,157,3
2024,6,2024-06-22,A202406009,2.6,12,4,249,2
2024,6,2024-06-22,A202406010,3.4,9,4,144,2
2024,6,2024-06-22,A202406011,6.7,14,4,208,4
2024,6,2024-06-22,A202406012,2.3,18,10,174,NA
2024,6,2024-06-22,A202406013,4.1,15,7,235,3
2024,6,2024-06-22,A202406014,7.8,18,7,206,NA
2024,6,2024-06-22,A202406015,5.7,6,3,210,4
2024,6,2024-06-22,A202406016,7.9,11,3,208,1
2024,6,2024-06-22,A202406017,5.8,8,2,105,3
2024,6,2024-06-22,A202406018,2.0,11,5,224,3
2024,7,2024-07-12,A202407000,5.9,11,5,162,4
2024,7,2024-07-12,A202407001,5.1,14,6,173,2
2024,7,2024-07-12,A202407002,4.0,5,2,218,3
2024,7,2024-07-12,A202407003,7.9,11,6,150,3
2024,7,2024-07-12,A202407004,3.9,19,7,160,2
2024,7,2024-07-12,A202407005,4.2,9,4,164,1
2024,7,2024-07-12,A202407006,5.5,11,5,187,1
2024,7,2024-07-12,A202407007,3.4,10,2,183,3
2024,7,2024-07-12,A202407008,5.6,7,2,206,4
2024,7,2024-07-12,A202407009,4.6,10,3,163,2
2024,7,2024-07-12,A202407010,3.3,9,2,229,NA
2024,7,2024-07-12,A202407011,5.9,1,0,180,NA
2024,7,2024-07-12,A202407012,6.5,9,5,219,1
2024,8,2024-08-20,A202408000,2.9,19,6,171,3
2024,8,2024-08-20,A202408001,5.3,13,5,241,2
2024,8,2024-08-20,A202408002,8.0,15,7,175,4
2024,8,2024-08-20,A202408003,5.9,12,4,203,3
2024,8,2024-08-20,A202408004,4.6,17,7,150,1
2024,8,2024-08-20,A202408005,2.4,8,3,163,2
2024,8,2024-08-20,A202408006,5.0,12,5,183,3
2024,8,2024-08-20,A202408007,5.0,11,5,240,2
2024,8,2024-08-20,A202408008,3.6,18,8,206,3
2024,8,2024-08-20,A202408009,5.3,6,2,173,3
2024,8,2024-08-20,A202408010,4.0,18,6,183,2
2024,8,2024-08-20,A202408011,3.3,14,5,196,3
2024,8,2024-08-20,A202408012,3.6,14,6,214,2
2024,9,2024-09-18,A202409000,2.7,10,4,236,2
2024,9,2024-09-18,A202409001,3.2,8,2,193,2
2024,9,2024-09-18,A202409002,2.0,10,4,140,NA
2024,9,2024-09-18,A202409003,2.5,16,6,175,NA
2024,9,2024-09-18,A202409004,4.6,12,5,116,3
2024,9,2024-09-18,A202409005,5.9,13,3,170,2
2024,9,2024-09-18,A202409006,2.6,19,9,153,NA
2024,9,2024-09-18,A202409007,1.7,7,1,169,1
2024,9,2024-09-18,A202409008,5.6,9,1,188,3
2024,9,2024-09-18,A202409009,7.8,9,3,192,2
2024,9,2024-09-18,A202409010,2.9,12,7,154,1
2024,9,2024-09-18,A202409011,1.9,9,3,190,2
2024,9,2024-09-18,A202409012,3.9,13,6,183,2
2024,9,2024-09-18,A202409013,7.0,12,5,188,1
2024,9,2024-09-18,A202409014,1.8,18,6,165,2
2024,10,2024-10-06,A202410000,1.8,13,5,182,2
2024,10,2024-10-06,A202410001,6.6,5,0,188,NA
2024,10,2024-10-06,A202410002,7.5,8,2,172,3
2024,10,2024-10-06,A202410003,4.8,11,4,188,2
2024,10,2024-10-06,A202410004,3.1,3,2,155,2
2024,10,2024-10-06,A202410005,2.8,9,3,198,3
2024,10,2024-10-06,A202410006,2.0,8,3,143,1
2024,10,2024-10-06,A202410007,4.5,13,6,110,2
2024,10,2024-10-06,A202410008,7.2,14,5,156,3
2025,4,2025-04-21,A202504000,2.7,12,4,134,3
2025,4,2025-04-21,A202504001,7.7,10,4,172,1
2025,4,2025-04-21,A202504002,5.6,7,2,223,NA
2025,4,2025-04-21,A202504003,3.5,12,3,199,2
2025,4,2025-04-21,A202504004,7.1,8,1,118,2
2025,4,2025-04-21,A202504005,4.2,12,5,149,2
2025,4,2025-04-21,A202504006,7.0,7,1,251,NA
2025,4,2025-04-21,A202504007,6.3,12,4,206,3
2025,4,2025-04-21,A202504008,4.8,11,4,214,2
2025,4,2025-04-21,A202504009,5.0,11,4,176,3
2025,4,2025-04-21,A202504010,7.2,2,1,196,2
2025,4,2025-04-21,A202504011,1.6,14,6,191,1
2025,4,2025-04-21,A202504012,6.2,12,3,158,2
2025,4,2025-04-21,A202504013,6.0,8,2,160,2
2025,4,2025-04-21,A202504014,5.2,7,4,192,2
2025,4,2025-04-21,A202504015,2.8,9,2,157,1
2025,5,2025-05-22,A202505000,4.6,9,2,252,3
2025,5,2025-05-22,A202505001,2.4,8,4,227,NA
2025,5,2025-05-22,A202505002,3.8,13,5,186,3
2025,5,2025-05-22,A202505003,4.3,1,0,122,3
2025,5,2025-05-22,A202505004,4.6,16,6,199,1
2025,5,2025-05-22,A202505005,6.9,11,5,167,4
2025,5,2025-05-22,A202505006,3.0,5,1,235,1
2025,5,2025-05-22,A202505007,5.1,12,5,214,2
2025,5,2025-05-22,A202505008,4.1,8,2,194,2
2025,5,2025-05-22,A202505009,7.3,9,2,228,3
2025,5,2025-05-22,A202505010,3.8,10,4,194,1
2025,5,2025-05-22,A202505011,5.5,15,6,142,2
2025,5,2025-05-22,A202505012,2.2,10,4,212,2
2025,5,2025-05-22,A202505013,5.7,10,3,161,NA
2025,5,2025-05-22,A202505014,4.7,17,7,107,2
2025,5,2025-05-22,A202505015,3.7,8,3,174,3
2025,5,2025-05-22,A202505016,3.3,15,2,171,NA
2025,6,2025-06-23,A202506000,2.5,10,2,142,NA
2025,6,2025-06-23,A202506001,6.1,5,2,149,2
2025,6,2025-06-23,A202506002,2.5,7,1,134,2
2025,6,2025-06-23,A202506003,6.5,11,3,147,1
2025,6,2025-06-23,A202506004,3.5,12,3,100,2
2025,6,2025-06-23,A202506005,1.8,12,4,195,3
2025,6,2025-06-23,A202506006,2.7,2,1,174,1
2025,6,2025-06-23,A202506007,3.9,9,3,192,3
2025,6,2025-06-23,A202506008,5.9,2,1,181,3
2025,6,2025-06-23,A202506009,7.9,10,3,144,2
2025,6,2025-06-23,A202506010,6.6,14,6,159,4
2025,6,2025-06-23,A202506011,6.2,9,4,193,3
2025,6,2025-06-23,A202506012,1.8,12,2,228,4
2025,6,2025-06-23,A202506013,4.0,10,3,160,3
2025,6,2025-06-23,A202506014,6.2,11,5,170,NA
2025,6,2025-06-23,A202506015,3.4,10,4,121,4
2025,6,2025-06-23,A202506016,1.7,11,5,176,1
2025,7,2025-07-22,A202507000,4.8,13,5,169,2
2025,7,2025-07-22,A202507001,4.9,5,0,169,4
2025,7,2025-07-22,A202507002,4.9,10,2,206,2
2025,7,2025-07-22,A202507003,6.3,0,0,NA,3
2025,7,2025-07-22,A202507004,6.7,14,5,183,2
2025,7,2025-07-22,A202507005,6.6,15,8,204,3
2025,7,2025-07-22,A202507006,4.7,16,4,119,3
2025,7,2025-07-22,A202507007,2.8,11,5,141,1
2025,7,2025-07-22,A202507008,8.0,11,3,184,2
2025,7,2025-07-22,A202507009,1.7,18,7,221,4
2025,8,2025-08-23,A202508000,5.7,8,4,174,2
2025,8,2025-08-23,A202508001,7.9,9,5,177,1
2025,8,2025-08-23,A202508002,5.6,9,3,198,3
2025,8,2025-08-23,A202508003,5.3,16,7,157,2
2025,8,2025-08-23,A202508004,3.5,8,1,222,3
2025,8,2025-08-23,A202508005,3.3,21,7,198,2
2025,8,2025-08-23,A202508006,6.5,10,4,200,3
2025,8,2025-08-23,A202508007,3.5,13,5,182,2
2025,8,2025-08-23,A202508008,3.5,8,0,168,3
2025,8,2025-08-23,A202508009,2.4,11,4,179,3
2025,8,2025-08-23,A202508010,3.7,8,5,209,1
2025,9,2025-09-10,A202509000,3.9,11,4,204,2
2025,9,2025-09-10,A202509001,3.7,17,5,125,1
2025,9,2025-09-10,A202509002,3.2,5,0,168,2
2025,9,2025-09-10,A202509003,5.8,14,6,220,3
2025,9,2025-09-10,A202509004,4.5,10,4,160,3
2025,9,2025-09-10,A202509005,4.1,11,4,212,2
2025,9,2025-09-10,A202509006,2.7,1,0,175,2
2025,9,2025-09-10,A202509007,7.0,12,5,160,3
2025,9,2025-09-10,A202509008,5.8,7,3,177,1
2025,9,2025-09-10,A202509009,4.2,12,3,191,4
2025,9,2025-09-10,A202509010,7.1,11,5,177,3
2025,9,2025-09-10,A202509011,3.9,7,3,150,3
2025,9,2025-09-10,A202509012,2.6,5,2,146,1
2025,9,2025-09-10,A202509013,3.4,6,3,169,3
2025,9,2025-09-10,A202509014,2.4,19,7,191,3
2025,10,2025-10-22,A202510000,7.1,16,7,163,4
2025,10,2025-10-22,A202510001,7.3,15,5,197,NA
2025,10,2025-10-22,A202510002,5.5,16,6,179,2
2025,10,2025-10-22,A202510003,3.6,12,2,203,2
2025,10,2025-10-22,A202510004,2.2,12,5,132,2
2025,10,2025-10-22,A202510005,3.9,12,4,197,2
2025,10,2025-10-22,A202510006,5.2,10,4,175,2
2025,10,2025-10-22,A202510007,3.5,10,4,176,3
2025,10,2025-10-22,A202510008,4.0,13,4,122,2
2025,10,2025-10-22,A202510009,4.1,16,7,154,3
2025,10,2025-10-22,A202510010,6.0,12,2,230,3
2025,10,2025-10-22,A202510011,5.3,5,2,119,2
2025,10,2025-10-22,A202510012,7.9,7,2,226,2
2025,10,2025-10-22,A202510013,3.9,16,6,189,3
2025,10,2025-10-22,A202510014,4.4,11,2,150,3
